,LOAN_ID,PORTFOLIO,DEBT_RATIO,PROFIT_MARGIN,TOTAL_ASSETS,QUICK_RATIO,CURRENT_RATIO,RETURN_ON_EQUITY,PD_RISK_RATING
66,ZZZ00066,C&I,0.706494617,0.714100407,1000050.418,0.565195694,0.908692182,82.51009065,1
67,ZZZ00067,CRE Construction,0.308094757,0.171001874,1110808.647,0.246475806,0.658656058,113.5841095,1
68,ZZZ00068,CRE Permanent,0.508547566,0.645353138,903319.5045,0.406838053,0.393687456,120.0837808,5
69,ZZZ00069,C&I,0.051646619,0.559307078,921224.8747,0.041317295,0.767677887,108.0219174,4
70,ZZZ00070,C&I,0.56456984,0.536737459,927159.9804,0.451655872,0.76033755,90.0928239,3
71,ZZZ00071,CRE Construction,0.121480187,0.717184109,915165.9624,0.09718415,0.496129115,76.31807055,4
72,ZZZ00072,CRE Construction,0.892836382,0.975073707,NA,0.714269105,0.716859173,106.0656323,1
73,ZZZ00073,CRE Construction,0.014627256,0.165693135,965594.0483,0.011701805,0.415192045,90.32330762,4
74,ZZZ00074,CRE Permanent,0.783121104,0.762138719,1109075.964,0.626496883,0.238633676,97.81759702,2
75,ZZZ00075,C&I,0.089961333,0.934882957,1106444.912,0.071969066,0.24044995,113.3106416,1
76,ZZZ00076,CRE Construction,0.519189981,0.75399769,1100091.091,0.415351985,0.343152461,97.80136035,1
77,ZZZ00077,CRE Permanent,0.384266688,0.495276819,1035070.78,0.30741335,0.205957466,101.5676844,1
78,ZZZ00078,CRE Construction,NA,0.546346092,874450.8286,0.056041998,0.178974184,96.68650394,5
79,ZZZ00079,CRE Construction,NA,0.516841332,1045458.429,0.256515538,0.757505924,83.29098734,2
80,ZZZ00080,C&I,0.668495397,0.222941733,928618.5517,0.534796318,0.360863643,107.4990313,5
81,ZZZ00081,CRE Construction,0.926400476,0.766109761,NA,0.741120381,0.236394567,92.1044608,2
82,ZZZ00082,C&I,0.471909721,0.527026487,925724.7588,0.377527777,0.746339328,90.06262486,4
83,ZZZ00083,CRE Permanent,0.142615343,0.896359839,1010198.07,0.114092275,0.848835327,107.174584,1
84,ZZZ00084,C&I,0.544269755,0.41804709,1031116.707,0.435415804,0.092615278,102.9565038,2
85,ZZZ00085,C&I,0.196174652,0.08621918,781769.0135,0.156939721,0.775748689,77.47941511,8
86,ZZZ00086,CRE Construction,NA,0.126943729,894449.8967,0.718864391,0.765493247,98.10402792,8
87,ZZZ00087,CRE Construction,NA,0.189760392,NA,0.311599828,0.946184471,94.97104234,1
88,ZZZ00088,CRE Permanent,0.31087078,0.209026726,824532.3672,0.248696624,0.28183675,105.5520245,7
89,ZZZ00089,C&I,0.160028663,0.183438698,971045.1281,0.12802293,0.551673254,103.8272768,5
90,ZZZ00090,C&I,0.89618585,0.083121006,917076.0281,0.71694868,0.380045824,88.98326369,5
91,ZZZ00091,CRE Permanent,0.16639378,0.874820706,983037.645,0.133115024,0.352454807,102.3138339,2
92,ZZZ00092,CRE Permanent,0.900424596,0.00117752,1037208.067,0.720339677,0.343937295,93.73001269,5
93,ZZZ00093,CRE Permanent,0.134078195,0.378899442,799938.3975,0.107262556,0.036057261,114.4946142,6
94,ZZZ00094,C&I,0.131614134,0.004147648,NA,0.105291307,0.251297825,117.1403019,5
95,ZZZ00095,C&I,NA,0.015434699,956046.8021,0.084230002,0.87276171,95.46747574,3
96,ZZZ00096,CRE Construction,0.511583581,0.152552381,938750.9398,0.409266865,0.364102664,86.98255356,5
97,ZZZ00097,C&I,0.300199054,0.761964511,739128.9941,0.240159243,0.466427902,105.6400728,8
98,ZZZ00098,CRE Construction,0.026716895,0.291999691,1263278.415,0.021373516,0.185528293,107.6676951,2
99,ZZZ00099,C&I,0.309647431,0.536334794,1004567.153,0.247717945,0.120077254,113.6005923,2
100,ZZZ000100,CRE Permanent,0.742119657,10.1243,914202.0297,0.593695726,0.724520372,96.7486822,3
101,ZZZ000101,CRE Permanent,0.035456727,0.002335274,847446.5714,0.028365382,0.169340552,83.51016,8
102,ZZZ000102,CRE Permanent,NA,0.349474308,955286.1179,0.45206089,0.032132432,91.03621484,5
103,ZZZ000103,CRE Construction,NA,0.485739666,856631.4516,0.224206221,0.250491055,84.95721125,5
104,ZZZ000104,CRE Construction,0.204196316,0.462028971,1007669.957,0.163357053,0.912871392,111.9307449,1
105,ZZZ000105,C&I,0.133738899,0.969691132,952658.596,0.106991119,0.649302159,101.8074084,2
106,ZZZ000106,CRE Construction,0.325681924,0.798613784,NA,0.260545539,0.784882268,86.51489015,2
107,ZZZ000107,CRE Permanent,0.15506197,0.944193127,932129.6562,0.124049576,0.663027946,106.2125346,1
108,ZZZ000108,CRE Construction,0.12996214,0.248375973,813023.6697,0.103969712,0.709294365,98.54259846,8
109,ZZZ000109,CRE Construction,0.43553106,0.484284424,895414.2629,0.348424848,0.971960025,103.9811121,3
110,ZZZ000110,C&I,0.038642653,0.870994715,869427.7354,0.030914122,0.22863152,97.843358,4
111,ZZZ000111,CRE Permanent,0.713301563,0.061480578,NA,0.57064125,0.166047445,111.4916722,2
112,ZZZ000112,C&I,0.100769041,0.163695405,978524.7641,0.080615233,0.192566181,109.5331331,4
113,ZZZ000113,C&I,0.950304938,0.315733409,987295.6929,0.760243951,0.360972811,113.0854104,4
114,ZZZ000114,C&I,0.121817763,0.261075528,NA,0.09745421,0.39152813,78.27010184,1
115,ZZZ000115,CRE Construction,0.219656621,0.871425271,827515.7649,0.175725297,0.143654612,102.5428342,3
116,ZZZ000116,CRE Construction,0.913087767,0.644638326,1110913.638,0.730470213,0.426729742,105.6123531,2
117,ZZZ000117,CRE Permanent,0.945853121,0.327732585,878812.9536,0.756682497,0.279768443,99.9726695,5
118,ZZZ000118,CRE Permanent,NA,0.863929,NA,0.223324978,0.990436927,91.64700848,1
119,ZZZ000119,CRE Construction,0.123471088,0.003352871,729567.1387,0.09877687,0.36167866,91.51128542,7
120,ZZZ000120,CRE Permanent,NA,0.092509969,1046031.71,0.637728368,0.661568068,103.3489786,4
121,ZZZ000121,C&I,0.744277215,0.130103485,805188.1889,0.595421772,0.364846943,95.4338901,7
122,ZZZ000122,CRE Permanent,0.915974224,0.478442109,1065303.232,0.732779379,0.780382148,95.89560069,2
123,ZZZ000123,CRE Construction,0.994598245,0.921797672,877177.9126,0.795678596,0.925451184,107.7305472,4
124,ZZZ000124,C&I,0.942360715,0.132257264,912852.4246,0.753888572,0.365358221,77.05368033,5
125,ZZZ000125,C&I,0.486135408,0.076807491,989412.2376,0.388908326,0.424038235,108.121221,5
126,ZZZ000126,CRE Construction,0.283459543,0.375319422,993074.8573,0.226767634,0.374597863,89.26682027,2
127,ZZZ000127,CRE Permanent,0.251545701,0.690149234,1022617.202,0.201236561,0.650145672,111.3124659,2
128,ZZZ000128,CRE Construction,0.503255171,0.274354123,NA,0.402604137,0.684101005,92.4633524,7
129,ZZZ000129,C&I,0.496966173,0.317954816,994958.4248,0.397572939,0.967021881,105.7514987,4
130,ZZZ000130,CRE Permanent,0.31844581,0.785039666,1171252.322,0.254756648,0.198623114,96.93132796,2
131,ZZZ000131,CRE Construction,NA,0.729037731,979957.4641,0.769778262,0.524167401,96.14492473,3
132,ZZZ000132,CRE Permanent,NA,0.41306637,961767.1683,0.507279495,0.869577345,105.4855808,4
133,ZZZ000133,CRE Construction,0.127433398,0.160489649,1135654.541,0.101946718,0.621187123,74.67340982,2
134,ZZZ000134,CRE Permanent,0.423046994,0.011897529,1029759.64,0.338437595,0.665629711,108.6987213,4
135,ZZZ000135,CRE Construction,0.91431691,0.867544067,NA,0.731453528,0.584885093,90.47993855,5
136,ZZZ000136,CRE Construction,0.467792333,0.716447305,1052538.663,0.374233867,0.885260985,108.5908772,1
137,ZZZ000137,CRE Construction,NA,0.088075604,978429.0848,0.726535316,0.822976854,97.87874294,5
138,ZZZ000138,CRE Permanent,0.597743284,0.457049912,1082651.924,0.478194627,0.346508904,109.8475491,1
139,ZZZ000139,CRE Permanent,0.631742816,0.263225703,1008254.106,0.505394253,0.806517028,109.5282551,4
140,ZZZ000140,CRE Permanent,0.869158319,0.810529536,891138.4872,0.695326655,0.45231353,107.3962745,4
141,ZZZ000141,CRE Construction,NA,0.630389974,989220.0049,0.402199858,0.343262656,104.2233216,2
142,ZZZ000142,CRE Construction,0.983635115,0.372593345,1141392.301,0.786908092,0.525407734,86.58714329,1
143,ZZZ000143,CRE Construction,0.324386027,0.825984518,940368.8399,0.259508822,0.096081353,113.2190309,1
144,ZZZ000144,C&I,0.481374949,0.11253594,990976.8849,0.385099959,0.905216635,95.88043904,3
145,ZZZ000145,CRE Construction,0.356987078,0.897747307,1077679.968,0.285589662,0.326878848,104.3726088,1
146,ZZZ000146,C&I,0.627477684,0.200410515,1213359.92,0.501982147,0.197442092,92.18802941,2
147,ZZZ000147,C&I,0.741600191,0.434419416,915772.6729,0.593280152,0.245068145,98.8280186,4
148,ZZZ000148,CRE Permanent,0.565966817,0.905738778,1141396.532,0.452773454,0.578223629,106.8535443,2
149,ZZZ000149,C&I,0.980786507,0.044000426,1101500.671,0.784629205,0.857762054,99.81302061,4
150,ZZZ000150,CRE Permanent,0.576812736,0.429556388,828476.3609,0.461450188,0.743038261,114.171498,7
151,ZZZ000151,C&I,0.439042052,0.652979665,1106906.749,0.351233641,0.678021398,110.8553181,2
152,ZZZ000152,C&I,0.228599695,0.28152876,1151676.008,0.182879756,0.421269608,106.2447923,2
153,ZZZ000153,C&I,NA,0.576035648,870479.6817,0.065726453,0.019402909,99.2625215,5
154,ZZZ000154,C&I,0.850264922,0.611114231,1020266.481,0.680211937,0.6481941,92.39719814,1
155,ZZZ000155,C&I,0.234661262,0.752873977,NA,0.187729009,0.459193107,97.16959627,1
156,ZZZ000156,CRE Construction,0.988167447,0.280891668,1158756.032,0.790533957,0.384638397,116.0721419,1
157,ZZZ000157,CRE Construction,0.601897546,0.85767585,778843.7898,0.481518037,0.111108258,89.02720398,6
158,ZZZ000158,CRE Construction,0.998740808,0.44151878,1170679.55,0.798992646,0.885244728,115.4261485,2
159,ZZZ000159,C&I,0.375599377,0.570153229,1078156.199,0.300479501,0.007956411,98.7241517,1
160,ZZZ000160,C&I,0.555126631,0.633739776,833707.0963,0.444101305,0.448816801,99.58023921,8
161,ZZZ000161,CRE Construction,0.429443963,0.249035112,898791.4403,0.34355517,0.256371529,106.0336324,7
162,ZZZ000162,CRE Permanent,0.575877781,0.336937703,948680.0583,0.460702225,0.086525004,97.84606821,5
163,ZZZ000163,CRE Construction,0.432507397,0.599409405,888357.7301,0.346005918,0.497744967,102.0786916,5
164,ZZZ000164,CRE Permanent,NA,0.29972594,1085242.82,0.179876611,0.058703125,104.1677241,1
165,ZZZ000165,C&I,0.084984738,0.950809083,903804.3163,0.06798779,0.102433616,98.98463103,1
166,ZZZ000166,C&I,NA,0.832143518,874034.1353,0.509838608,0.203245034,95.46563417,5
167,ZZZ000167,C&I,0.43101637,0.466120885,1210595.256,0.344813096,0.640402894,89.62253415,2
168,ZZZ000168,CRE Construction,0.072716094,0.064375505,989196.9973,0.058172875,0.451834777,98.35247745,5
169,ZZZ000169,CRE Construction,0.802402019,0.8772132,835648.0276,0.641921615,0.848571074,100.5049081,6
170,ZZZ000170,C&I,0.325278303,0.946294294,1059323.599,0.260222643,0.81369191,98.59310464,2
171,ZZZ000171,C&I,0.757289035,0.465616119,989861.8774,0.605831228,0.884323341,86.91975016,4
172,ZZZ000172,CRE Construction,0.584271517,0.495698533,911954.134,0.467417214,0.46007311,98.93848375,5
173,ZZZ000173,C&I,0.708839407,0.9220062,1079064.087,0.567071525,0.907690611,107.782446,2
174,ZZZ000174,CRE Permanent,NA,0.499994079,956476.1369,0.341580613,0.891731815,103.3996457,4
175,ZZZ000175,CRE Construction,0.343572702,0.610004351,1013340.608,0.274858162,0.672416975,102.5183326,1
176,ZZZ000176,CRE Permanent,0.759119985,0.431135386,954972.0032,0.607295988,0.12299749,92.7682653,3
177,ZZZ000177,CRE Construction,0.424030208,0.857833763,1066516.451,0.339224166,0.199382392,119.4131281,1
178,ZZZ000178,C&I,0.560887254,0.720124209,1009033.101,0.448709803,0.729140423,89.22860828,1
179,ZZZ000179,CRE Construction,0.116135774,0.751136098,869836.4578,0.09290862,0.243710192,102.9529571,5
180,ZZZ000180,CRE Permanent,0.303021798,0.12589999,954866.0782,0.242417438,0.349987147,95.22163773,5
181,ZZZ000181,CRE Permanent,NA,0.696502322,936074.3626,0.383042149,0.638445075,109.9510334,3
182,ZZZ000182,CRE Permanent,0.344830547,0.64432798,780989.6396,0.275864437,0.249349567,103.8877292,5
183,ZZZ000183,CRE Construction,0.60071414,0.966999908,925203.4185,0.480571312,0.687888361,101.9989324,5
184,ZZZ000184,CRE Permanent,0.076083323,0.482684329,970691.4464,0.060866659,0.705887914,103.6798073,2
185,ZZZ000185,CRE Construction,0.955992611,0.733566608,1121709.623,0.764794089,0.232261787,98.70570635,1
186,ZZZ000186,C&I,0.022206823,0.188492201,1120662.144,0.017765458,0.12098403,89.38925161,2
187,ZZZ000187,CRE Permanent,0.841710632,0.159909212,960754.6785,0.673368506,0.943622868,91.50295994,3
188,ZZZ000188,C&I,0.632442449,0.648560614,1123612.002,0.505953959,0.791237881,93.98418298,1
189,ZZZ000189,C&I,0.310094165,0.932881466,NA,0.248075332,0.510482007,103.3061139,1
190,ZZZ000190,C&I,0.742569366,0.638614005,NA,0.594055493,0.212596097,90.37685646,4
191,ZZZ000191,CRE Construction,0.638911314,0.501275382,1074702.206,0.511129051,0.154506763,99.98563703,1
192,ZZZ000192,CRE Construction,0.992515987,0.82444125,1052792.258,0.79401279,0.950008833,107.4156437,1
193,ZZZ000193,CRE Permanent,0.128269788,0.748383379,892187.285,0.102615831,0.599641524,109.7949316,5
194,ZZZ000194,CRE Construction,0.883239578,0.320137016,1120619.183,0.706591662,0.958931884,92.82629166,2
195,ZZZ000195,C&I,0.810083388,0.074428981,1102943.504,0.64806671,0.826234908,120.5649829,2
196,ZZZ000196,CRE Construction,0.821851178,0.897586758,892000.3314,0.657480943,0.900351149,111.5509249,4
197,ZZZ000197,C&I,0.834702662,0.709801197,898443.1079,0.66776213,0.859300426,108.5635482,3
198,ZZZ000198,CRE Construction,0.732732221,0.987850395,1033005.738,0.586185776,0.589627425,110.1066148,1
199,ZZZ000199,C&I,0.983044024,0.215013565,NA,0.786435219,0.910063864,108.5579307,7
200,ZZZ000200,C&I,0.639204583,0.264084428,1003042.403,0.511363666,0.06378538,113.0439806,3
201,ZZZ000201,CRE Construction,0.660754634,0.179974733,1076739.299,0.528603707,0.216356482,111.0355156,2
202,ZZZ000202,C&I,0.528359378,0.491312679,1059420.998,0.422687502,0.332716153,99.68775424,1
203,ZZZ000203,CRE Construction,0.317493821,0.704950437,929169.7838,0.253995057,0.075664671,95.25067672,3
204,ZZZ000204,C&I,0.767855469,0.978967763,805186.2262,0.614284375,0.177186623,90.13968845,5
205,ZZZ000205,C&I,0.526308493,0.262580628,1036973.282,0.421046794,0.952556644,109.7422979,1
206,ZZZ000206,CRE Permanent,0.732301884,0.111622197,1072163.923,0.585841507,0.377112663,100.5877274,1
207,ZZZ000207,CRE Permanent,NA,0.26174785,893242.0198,0.246132592,0.185325857,104.6872175,4
208,ZZZ000208,CRE Construction,NA,0.737252539,980215.0582,0.323338601,0.74457561,100.6156033,1
209,ZZZ000209,CRE Construction,0.204402445,0.777424037,NA,0.163521956,0.156307797,112.444881,2
210,ZZZ000210,CRE Construction,0.985633088,0.540617974,1231044.12,0.788506471,0.337055445,116.1518845,2
211,ZZZ000211,CRE Construction,0.566310757,0.526070453,999287.4006,0.453048606,0.612868872,97.66966204,2
212,ZZZ000212,CRE Construction,0.280375145,0.336696758,991766.9648,0.224300116,0.010260955,108.5072149,1
213,ZZZ000213,C&I,0.185055723,0.106806682,NA,0.148044579,0.800069586,119.7875998,4
214,ZZZ000214,CRE Permanent,NA,0.132612664,1144523.367,0.606449117,0.122496864,106.543985,1
215,ZZZ000215,CRE Permanent,0.566781281,0.362416263,1073238.511,0.453425025,0.256527904,103.6003315,1
216,ZZZ000216,CRE Permanent,NA,0.863061311,894126.6141,0.745738857,0.831381459,91.6244252,5
217,ZZZ000217,CRE Permanent,0.638693316,0.802926864,1043998.426,0.510954653,0.994526658,100.2937131,2
218,ZZZ000218,CRE Construction,0.700748134,0.880331725,955539.8734,0.560598508,0.928882695,99.16951497,1
219,ZZZ000219,CRE Construction,0.479222469,0.146511006,911378.8212,0.383377975,0.867006674,85.66951643,8
220,ZZZ000220,CRE Construction,0.850311916,0.94967398,1043810.201,0.680249533,0.426897331,93.92083134,2
221,ZZZ000221,CRE Construction,0.422330675,0.841180645,856078.5241,0.33786454,0.408306487,94.10039861,5
222,ZZZ000222,CRE Construction,0.031392123,0.421842925,1117407.614,0.025113698,0.278684773,101.2699902,1
223,ZZZ000223,CRE Construction,0.258146648,0.195288141,1060457.851,0.206517319,0.65026394,104.7034134,1
224,ZZZ000224,CRE Permanent,0.334844735,0.352244128,925865.4301,0.267875788,0.791345189,92.05954185,3
225,ZZZ000225,CRE Construction,NA,0.244697119,967024.9437,0.106839735,0.398151349,111.3677868,5
226,ZZZ000226,CRE Construction,0.499546385,0.630382539,941754.7137,0.399637108,0.912937615,97.22795671,5
227,ZZZ000227,C&I,0.802135633,0.758805965,993237.6283,0.641708506,0.212557597,106.471539,2
228,ZZZ000228,CRE Permanent,NA,0.957126481,938058.3839,0.269722595,0.66485224,109.5242014,2
229,ZZZ000229,C&I,0.508920615,0.521277234,990718.6517,0.407136492,0.786816737,107.6957192,1
230,ZZZ000230,C&I,0.494438562,0.091704779,1008556.802,0.395550849,0.262309724,87.07084227,5
231,ZZZ000231,CRE Construction,0.797052904,0.42683681,765387.7522,0.637642323,0.09098922,100.8455251,7
232,ZZZ000232,C&I,0.566958895,0.080103819,985886.7954,0.453567116,0.53508257,101.9515287,4
233,ZZZ000233,C&I,0.106696818,0.330019375,952569.6025,0.085357454,0.69904042,115.6771178,5
234,ZZZ000234,CRE Construction,0.807648445,0.41461861,NA,0.646118756,0.162693604,102.1742119,3
235,ZZZ000235,CRE Permanent,0.567112071,0.799423536,942386.7741,0.453689657,0.282400689,100.7946556,4
236,ZZZ000236,C&I,0.212240928,0.431310705,893127.5873,0.169792742,0.272728319,91.75366928,4
237,ZZZ000237,C&I,0.749579255,0.837762387,1139207.418,0.599663404,0.535487056,118.3640286,1
238,ZZZ000238,C&I,0.30721835,0.134605787,959605.7547,0.24577468,0.616284984,90.5614509,5
239,ZZZ000239,CRE Construction,0.489518443,0.8430112,953954.3268,0.391614755,0.463034384,111.7907378,2
240,ZZZ000240,C&I,0.989709893,0.727664686,928309.4257,0.791767914,0.021424143,94.69240716,3
241,ZZZ000241,C&I,0.424109178,0.108169962,1055357.113,0.339287343,0.711728695,97.02917381,1
242,ZZZ000242,CRE Construction,0.244403005,0.747913508,806721.4029,0.195522404,0.642407581,115.6057091,6
243,ZZZ000243,CRE Construction,0.217134715,0.131559881,1029912.397,0.173707772,0.810665305,114.5154261,2
244,ZZZ000244,CRE Construction,0.689117507,0.568652041,1025970.82,0.551294005,0.4925614,93.39006449,1
245,ZZZ000245,CRE Permanent,0.980212709,0.646159478,1124653.942,0.784170167,0.398733264,89.19269564,1
246,ZZZ000246,C&I,0.477033039,0.641594526,925367.2291,0.381626431,0.921057796,91.56913348,5
247,ZZZ000247,CRE Permanent,0.773523622,0.189510292,1062893.277,0.618818898,0.957486855,117.4288056,1
248,ZZZ000248,CRE Permanent,0.574312945,0.933352854,976541.9949,0.459450356,0.380350775,94.47708531,1
249,ZZZ000249,CRE Construction,0.965939701,0.931902251,876835.273,0.77275176,0.78002748,98.79773893,5
250,ZZZ000250,CRE Construction,0.796923841,0.298945818,932823.0453,0.637539073,0.172933532,104.3036258,3
251,ZZZ000251,C&I,0.531905087,0.105338843,974643.1339,0.42552407,0.908546955,104.9231929,3
252,ZZZ000252,C&I,0.596623761,0.018649653,965894.9644,0.477299009,0.249019302,109.2386339,4
253,ZZZ000253,CRE Permanent,0.263886474,0.204467474,1050902.194,0.211109179,0.701847068,86.46027257,1
254,ZZZ000254,CRE Permanent,0.279542709,0.202861782,1014296.373,0.223634167,0.843936919,117.4372312,2
255,ZZZ000255,CRE Construction,0.065103244,0.1307912,941817.7132,0.052082595,0.519892256,103.2239245,3
256,ZZZ000256,CRE Permanent,NA,0.759675545,929094.3287,0.450465077,0.317048605,94.31090961,5
257,ZZZ000257,CRE Construction,0.262355682,0.567921393,990646.9173,0.209884546,0.783201572,83.37210761,2
258,ZZZ000258,CRE Permanent,NA,0.446582302,803127.1185,0.002625865,0.170661382,92.50468977,5
